entity,attribute_camel,attribute_snake,description
AssessmentParticipantSession,AssessmentParticipantSessionSecurityIssue,assessment_participant_session_security_issue,Describes an issue related to the security of a testing instrument identified during a specific instance of delivering an assessment to a specific person during a specific time period.
AssessmentParticipantSession,AssessmentParticipantSessionTimeAssessed,assessment_participant_session_time_assessed,The overall time a learner actually spent during the  assessment session.
AssessmentPerformanceLevel,AssessmentPerformanceLevelDescriptiveFeedback,assessment_performance_level_descriptive_feedback,A feedback message designed to be reported with the assessment performance level.
AssessmentPerformanceLevel,AssessmentPerformanceLevelIdentifier,assessment_performance_level_identifier,A unique number or alphanumeric code assigned to an assessment performance level.
AssessmentPerformanceLevel,AssessmentPerformanceLevelLabel,assessment_performance_level_label,A label representing the performance level appropriate for use on a report.
AssessmentPerformanceLevel,AssessmentPerformanceLevelLowerCutScore,assessment_performance_level_lower_cut_score,Lowest possible score for the performance level.
AssessmentPerformanceLevel,AssessmentPerformanceLevelUpperCutScore,assessment_performance_level_upper_cut_score,Highest possible score for the performance level.
Assessment,AssessmentProvider,assessment_provider,Identifies the provider or publisher of the assessment.
AssessmentRegistration,AssessmentRegistrationAssignorIdentifier,assessment_registration_assignor_identifier,The unique identifier of the person who assigned the assessment to the learner.
AssessmentRegistration,AssessmentRegistrationCompletionStatusDateTime,assessment_registration_completion_status_date_time,The date and time the completion and scoring status was changed for an instance of a person taking an assessment.
AssessmentRegistration,AssessmentRegistrationCreationDate,assessment_registration_creation_date,Date/time assignment is made.
AssessmentRegistration,AssessmentRegistrationDaysOfInstruction,assessment_registration_days_of_instruction,The number of days of instruction the student has taken prior to testing.
AssessmentRegistration,AssessmentRegistrationScorePublishDate,assessment_registration_score_publish_date,"The date set by the testing program when the test scores are published.  For formative or classroom assessments, this will likely be the date when the scored the individual test.  For summative assessments, this date is likely set for a group of assessments when the processing system releases the scores."
AssessmentRegistration,AssessmentRegistrationTestAttemptIdentifier,assessment_registration_test_attempt_identifier,A unique identifier for the test attempt assigned by the delivery system.
AssessmentRegistration,AssessmentRegistrationTestingIndicator,assessment_registration_testing_indicator,"Indicates rules about use of results based on Special Events before, during or after the test. The option set values are determined by the testing program."
AssessmentResult,AssessmentResultDateCreated,assessment_result_date_created,The date on which the assessment result was generated.
AssessmentResult,AssessmentResultDateUpdated,assessment_result_date_updated,"The most recent date that the result was calculated/updated.  The value should be the same as Assessment Result Date Created if the subtest has only been scored once, but may be different if the score was recalculated with a different result."
AssessmentResult,AssessmentResultDescriptiveFeedback,assessment_result_descriptive_feedback,The formative descriptive feedback that was given to a learner based on a scored/evaluated portion of an assessment as recorded in the result entity.
AssessmentResult,AssessmentResultDescriptiveFeedbackDateTime,assessment_result_descriptive_feedback_date_time,The date and time the descriptive feedback was entered for a scored/evaluated portion of an assessment.
AssessmentResult,AssessmentResultDescriptiveFeedbackSource,assessment_result_descriptive_feedback_source,"Identifies the source of the descriptive feedback that was given to a learner based on a scored/evaluated portion of an assessment. May indicate if this is teacher, scorer, or system generated feedback. Values for this attribute would be determined by the assessment program."
AssessmentResult,AssessmentResultDiagnosticStatement,assessment_result_diagnostic_statement,"A statement intended for use by education professionals, using professional terminology, to interpret learner needs based on the scored/evaluated portion of an assessment.  This statement may inform Descriptive Feedback given to the learner."
